Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
15:00:52 Jul 20 2026,98,58,0,0,0
15:00:56 Jul 20 2026,98,60,0,0,0
15:01:00 Jul 20 2026,98,60,0,0,0
15:01:04 Jul 20 2026,98,60,0,0,0
15:01:08 Jul 20 2026,98,60,0,0,0
15:01:12 Jul 20 2026,98,59,0,0,0
15:01:16 Jul 20 2026,98,60,0,0,0
15:01:20 Jul 20 2026,98,60,0,0,0
15:01:24 Jul 20 2026,98,63,0,0,0
15:01:28 Jul 20 2026,98,65,0,0,0
15:01:32 Jul 20 2026,98,63,0,0,0
15:01:36 Jul 20 2026,98,63,0,0,0
15:01:40 Jul 20 2026,98,60,0,0,0
15:01:44 Jul 20 2026,98,58,0,0,0
15:01:48 Jul 20 2026,98,57,0,0,0
15:01:52 Jul 20 2026,98,58,0,0,0
15:01:56 Jul 20 2026,98,60,0,0,0
15:02:00 Jul 20 2026,98,60,0,0,0
15:02:04 Jul 20 2026,98,61,0,0,0
15:02:08 Jul 20 2026,98,60,0,0,0
15:02:12 Jul 20 2026,98,60,0,0,0
15:02:16 Jul 20 2026,98,59,0,0,0
15:02:20 Jul 20 2026,99,59,0,0,0
15:02:24 Jul 20 2026,98,60,0,0,0
15:02:28 Jul 20 2026,98,63,0,0,0
15:02:32 Jul 20 2026,98,63,0,0,0
15:02:36 Jul 20 2026,98,63,0,0,0
15:02:40 Jul 20 2026,98,63,0,0,0
15:02:44 Jul 20 2026,98,63,0,0,0
15:02:48 Jul 20 2026,98,63,0,0,0
15:02:52 Jul 20 2026,98,63,0,0,0
15:02:56 Jul 20 2026,98,63,0,0,0
15:03:00 Jul 20 2026,98,65,0,0,0
15:03:04 Jul 20 2026,98,64,0,0,0
15:03:08 Jul 20 2026,98,62,0,0,0
15:03:12 Jul 20 2026,98,60,0,0,0
15:03:16 Jul 20 2026,98,59,0,0,0
15:03:20 Jul 20 2026,98,59,0,0,0
15:03:24 Jul 20 2026,98,59,0,0,0
15:03:28 Jul 20 2026,98,62,0,0,0
15:03:32 Jul 20 2026,98,61,0,0,0
15:03:36 Jul 20 2026,98,59,0,0,0
15:03:40 Jul 20 2026,98,58,0,0,0
15:03:44 Jul 20 2026,98,58,1,0,0
15:03:48 Jul 20 2026,98,57,0,0,0
15:03:52 Jul 20 2026,98,58,0,0,0
15:03:56 Jul 20 2026,98,59,0,0,0
15:04:00 Jul 20 2026,98,60,0,0,0
15:04:04 Jul 20 2026,98,60,0,0,0
15:04:08 Jul 20 2026,98,62,0,0,0
15:04:12 Jul 20 2026,98,62,0,0,0
15:04:16 Jul 20 2026,98,61,0,0,0
15:04:20 Jul 20 2026,98,60,0,0,0
15:04:24 Jul 20 2026,98,60,0,0,0
15:04:28 Jul 20 2026,98,61,0,0,0
15:04:32 Jul 20 2026,98,61,0,0,0
15:04:36 Jul 20 2026,98,61,0,0,0
15:04:40 Jul 20 2026,98,64,0,0,0
15:04:44 Jul 20 2026,98,66,0,0,0
15:04:48 Jul 20 2026,98,67,0,0,0
15:04:52 Jul 20 2026,98,63,0,0,0
15:04:56 Jul 20 2026,98,65,0,0,0
15:05:00 Jul 20 2026,98,65,8,0,0
15:05:04 Jul 20 2026,98,62,1,0,0
15:05:08 Jul 20 2026,98,61,0,0,0
15:05:12 Jul 20 2026,98,62,0,0,0
15:05:16 Jul 20 2026,98,63,0,0,0
15:05:20 Jul 20 2026,98,63,0,0,0
15:05:24 Jul 20 2026,98,63,0,0,0
15:05:28 Jul 20 2026,98,62,0,0,0
15:05:32 Jul 20 2026,98,61,0,0,0
15:05:36 Jul 20 2026,98,60,0,0,0
15:05:40 Jul 20 2026,98,61,0,0,0
15:05:44 Jul 20 2026,98,59,0,0,0
15:05:48 Jul 20 2026,98,58,0,0,0
15:05:52 Jul 20 2026,98,59,0,0,0
15:05:56 Jul 20 2026,98,61,0,0,0
15:06:00 Jul 20 2026,98,62,0,0,0
15:06:04 Jul 20 2026,98,61,0,0,0
15:06:08 Jul 20 2026,98,58,0,0,0
15:06:12 Jul 20 2026,98,58,0,0,0
15:06:16 Jul 20 2026,98,59,0,0,0
15:06:20 Jul 20 2026,98,58,0,0,0
15:06:24 Jul 20 2026,98,58,0,0,0
15:06:28 Jul 20 2026,98,60,0,0,0
15:06:32 Jul 20 2026,98,62,0,0,0
15:06:36 Jul 20 2026,98,60,0,0,0
15:06:40 Jul 20 2026,98,59,0,0,0
15:06:44 Jul 20 2026,98,59,0,0,0
15:06:48 Jul 20 2026,98,59,0,0,0
15:06:52 Jul 20 2026,98,60,0,0,0
15:06:56 Jul 20 2026,98,60,0,0,0
15:07:00 Jul 20 2026,98,59,0,0,0
15:07:04 Jul 20 2026,98,58,0,0,0
15:07:08 Jul 20 2026,98,60,0,0,0
15:07:12 Jul 20 2026,98,61,0,0,0
15:07:16 Jul 20 2026,98,60,0,0,0
15:07:20 Jul 20 2026,98,61,0,0,0
15:07:24 Jul 20 2026,98,62,0,0,0
15:07:28 Jul 20 2026,98,64,0,0,0
15:07:32 Jul 20 2026,98,63,0,0,0
15:07:36 Jul 20 2026,98,62,0,0,0
15:07:40 Jul 20 2026,98,63,0,0,0
15:07:44 Jul 20 2026,98,65,0,0,0
15:07:48 Jul 20 2026,98,67,0,0,0
15:07:52 Jul 20 2026,98,65,0,0,0
15:07:56 Jul 20 2026,98,63,0,0,0
15:08:00 Jul 20 2026,98,61,0,0,0
15:08:04 Jul 20 2026,98,61,0,0,0
15:08:08 Jul 20 2026,98,60,0,0,0
15:08:12 Jul 20 2026,98,60,0,0,0
15:08:16 Jul 20 2026,98,61,0,0,0
15:08:20 Jul 20 2026,98,62,0,0,0
15:08:24 Jul 20 2026,98,61,0,0,0
15:08:28 Jul 20 2026,98,60,0,0,0
15:08:32 Jul 20 2026,98,60,0,0,0
15:08:36 Jul 20 2026,98,61,0,0,0
15:08:40 Jul 20 2026,98,61,0,0,0
15:08:44 Jul 20 2026,98,60,0,0,0
15:08:48 Jul 20 2026,98,60,0,0,0
15:08:52 Jul 20 2026,98,60,0,0,0
15:08:56 Jul 20 2026,98,61,0,0,0
15:09:00 Jul 20 2026,98,63,0,0,0
15:09:04 Jul 20 2026,98,63,0,0,0
15:09:08 Jul 20 2026,98,62,0,0,0
15:09:12 Jul 20 2026,98,62,0,0,0
15:09:16 Jul 20 2026,98,60,0,0,0
15:09:20 Jul 20 2026,98,59,0,0,0
15:09:24 Jul 20 2026,98,60,0,0,0
15:09:28 Jul 20 2026,98,60,0,0,0
15:09:32 Jul 20 2026,98,59,0,0,0
15:09:36 Jul 20 2026,98,59,0,0,0
15:09:40 Jul 20 2026,98,60,0,0,0
15:09:44 Jul 20 2026,98,61,0,0,0
15:09:48 Jul 20 2026,98,61,0,0,0
15:09:52 Jul 20 2026,98,60,0,0,0
15:09:56 Jul 20 2026,98,61,0,0,0
15:10:00 Jul 20 2026,98,62,0,0,0
15:10:04 Jul 20 2026,98,62,0,0,0
15:10:08 Jul 20 2026,98,62,0,0,0
15:10:12 Jul 20 2026,98,61,0,0,0
15:10:16 Jul 20 2026,98,61,0,0,0
15:10:20 Jul 20 2026,98,62,0,0,0
15:10:24 Jul 20 2026,98,62,0,0,0
15:10:28 Jul 20 2026,98,63,0,0,0
15:10:32 Jul 20 2026,98,62,0,0,0
15:10:36 Jul 20 2026,98,60,0,0,0
15:10:40 Jul 20 2026,98,60,0,0,0
15:10:44 Jul 20 2026,98,61,0,0,0
15:10:48 Jul 20 2026,98,61,0,0,0
15:10:52 Jul 20 2026,98,62,0,0,0
15:10:56 Jul 20 2026,98,63,0,0,0
15:11:00 Jul 20 2026,98,63,0,0,0
15:11:04 Jul 20 2026,98,62,0,0,0
15:11:08 Jul 20 2026,98,61,0,0,0
15:11:12 Jul 20 2026,98,61,0,0,0
15:11:16 Jul 20 2026,98,60,0,0,0
15:11:20 Jul 20 2026,98,60,0,0,0
15:11:24 Jul 20 2026,98,60,0,0,0
15:11:28 Jul 20 2026,98,61,0,0,0
15:11:32 Jul 20 2026,98,63,0,0,0
15:11:36 Jul 20 2026,98,63,0,0,0
15:11:40 Jul 20 2026,98,62,0,0,0
15:11:44 Jul 20 2026,98,63,0,0,0
15:11:48 Jul 20 2026,98,62,0,0,0
15:11:52 Jul 20 2026,98,62,0,0,0
15:11:56 Jul 20 2026,98,61,0,0,0
15:12:00 Jul 20 2026,98,62,0,0,0
15:12:04 Jul 20 2026,98,62,0,0,0
15:12:08 Jul 20 2026,98,63,0,0,0
15:12:12 Jul 20 2026,98,63,0,0,0
15:12:16 Jul 20 2026,98,63,0,0,0
15:12:20 Jul 20 2026,98,63,0,0,0
15:12:24 Jul 20 2026,98,65,0,0,0
15:12:28 Jul 20 2026,97,67,2,0,0
15:12:32 Jul 20 2026,97,69,3,0,0
15:12:36 Jul 20 2026,97,70,4,0,0
15:12:40 Jul 20 2026,97,70,16,0,0
15:12:44 Jul 20 2026,97,70,6,0,0
15:12:48 Jul 20 2026,97,71,0,0,0
15:12:52 Jul 20 2026,98,67,2,0,0
15:12:56 Jul 20 2026,98,67,0,0,0
15:13:00 Jul 20 2026,98,67,1,0,0
15:13:04 Jul 20 2026,99,67,0,0,0
15:13:08 Jul 20 2026,99,66,1,0,0
15:13:12 Jul 20 2026,99,67,1,0,0
15:13:16 Jul 20 2026,99,68,2,0,0
15:13:20 Jul 20 2026,98,64,0,0,0
15:13:24 Jul 20 2026,98,59,0,0,0
15:13:28 Jul 20 2026,98,62,0,0,0
15:13:32 Jul 20 2026,98,63,1,0,0
15:13:36 Jul 20 2026,98,63,0,0,0
15:13:40 Jul 20 2026,98,64,2,0,0
15:13:44 Jul 20 2026,98,67,0,0,0
15:13:48 Jul 20 2026,98,65,0,0,0
15:13:52 Jul 20 2026,98,61,0,0,0
15:13:56 Jul 20 2026,98,61,0,0,0
15:14:00 Jul 20 2026,98,62,4,0,0
15:14:04 Jul 20 2026,98,64,0,0,0
15:14:08 Jul 20 2026,98,66,0,0,0
15:14:12 Jul 20 2026,98,67,0,0,0
15:14:16 Jul 20 2026,98,66,18,0,0
15:14:20 Jul 20 2026,98,66,0,0,0
15:14:24 Jul 20 2026,98,66,0,0,0
15:14:28 Jul 20 2026,97,65,1,0,0
15:14:32 Jul 20 2026,97,63,1,0,0
15:14:36 Jul 20 2026,97,64,0,0,0
15:14:40 Jul 20 2026,98,63,0,0,0
15:14:44 Jul 20 2026,98,63,4,0,0
15:14:48 Jul 20 2026,98,64,0,0,0
15:14:52 Jul 20 2026,98,63,0,0,0
15:14:56 Jul 20 2026,98,62,0,0,0
15:15:00 Jul 20 2026,98,62,0,0,0
15:15:04 Jul 20 2026,98,62,3,0,0
15:15:08 Jul 20 2026,98,62,0,0,0
15:15:12 Jul 20 2026,98,62,0,0,0
15:15:16 Jul 20 2026,98,63,0,0,0
15:15:20 Jul 20 2026,98,64,4,0,0
15:15:24 Jul 20 2026,98,65,0,0,0
15:15:28 Jul 20 2026,98,64,2,0,0
15:15:32 Jul 20 2026,98,64,1,0,0
15:15:36 Jul 20 2026,98,64,0,0,0
15:15:40 Jul 20 2026,98,66,1,0,0
15:15:44 Jul 20 2026,99,67,0,0,0
15:15:48 Jul 20 2026,98,67,0,0,0
15:15:52 Jul 20 2026,98,67,0,0,0
15:15:56 Jul 20 2026,98,67,0,0,0
15:16:00 Jul 20 2026,98,68,2,0,0
15:16:04 Jul 20 2026,99,67,0,0,0
15:16:08 Jul 20 2026,98,67,0,0,0
15:16:12 Jul 20 2026,98,67,3,0,0
15:16:16 Jul 20 2026,98,67,8,0,0
15:16:20 Jul 20 2026,98,66,14,0,0
15:16:24 Jul 20 2026,98,66,106,0,0
15:16:28 Jul 20 2026,98,66,9,0,0
15:16:32 Jul 20 2026,98,66,13,0,0
15:16:36 Jul 20 2026,98,66,3,0,0
15:16:40 Jul 20 2026,98,67,18,0,0
15:16:44 Jul 20 2026,98,67,33,0,0
15:16:48 Jul 20 2026,98,67,19,0,0
15:16:52 Jul 20 2026,98,67,8,0,0
15:16:56 Jul 20 2026,98,67,17,0,0
15:17:00 Jul 20 2026,98,67,102,0,0
15:17:04 Jul 20 2026,98,67,60,0,0
